2 pager title,category,topic_area,variable_name,user_friendly_variable_name,variable_definition,periodicity,aggregation_method,format,source,url,last_update_date,general_comments,Libby notes
Labor,Labor,Employment,annual_avg_emplvl_NAICS 3115 Dairy product manufacturing,"Employment level, annual average, NAICS 3115 Dairy product manufacturing",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 3116 Animal slaughtering and processing,"Employment level, annual average, NAICS 3116 Animal slaughtering and processing",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 3117 Seafood product preparation and packaging,"Employment level, annual average, NAICS 3117 Seafood product preparation and packaging",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 3118 Bakeries and tortilla manufacturing,"Employment level, annual average, NAICS 3118 Bakeries and tortilla manufacturing",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 311811 Retail bakeries,"Employment level, annual average, NAICS 311811 Retail bakeries",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 3119 Other food manufacturing,"Employment level, annual average, NAICS 3119 Other food manufacturing",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 3121 Beverage manufacturing,"Employment level, annual average, NAICS 3121 Beverage manufacturing",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 3122 Tobacco manufacturing,"Employment level, annual average, NAICS 3122 Tobacco manufacturing",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 32532 Pesticide and other ag. chemical mfg.,"Employment level, annual average, NAICS 32532 Pesticide and other ag. chemical mfg.",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 33311 Agricultural implement manufacturing,"Employment level, annual average, NAICS 33311 Agricultural implement manufacturing",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 4244 Grocery and related product wholesalers,"Employment level, annual average, NAICS 4244 Grocery and related product wholesalers",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 4245 Farm product raw material merch. whls.,"Employment level, annual average, NAICS 4245 Farm product raw material merch. whls.",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 4248 Alcoholic beverage merchant wholesalers,"Employment level, annual average, NAICS 4248 Alcoholic beverage merchant wholesalers",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 42491 Farm supplies merchant wholesalers,"Employment level, annual average, NAICS 42491 Farm supplies merchant wholesalers",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 445 Food and beverage stores,"Employment level, annual average, NAICS 445 Food and beverage stores",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 4451 Grocery stores,"Employment level, annual average, NAICS 4451 Grocery stores",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 44511 Supermarkets and other grocery stores,"Employment level, annual average, NAICS 44511 Supermarkets and other grocery stores",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 44512 Convenience stores,"Employment level, annual average, NAICS 44512 Convenience stores",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 4452 Specialty food stores,"Employment level, annual average, NAICS 4452 Specialty food stores",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,"annual_avg_emplvl_NAICS 4453 Beer, wine, and liquor stores","Employment level, annual average, NAICS 4453 Beer, wine, and liquor stores",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
